"Area","Sexo","Comprimento","Aneis"
"D","M",0.515,10
"D","F",0.52,8
"D","I",NA,NA
"D","M",0.555,9
"D","F",0.61,12
"D","I",NA,NA
"D","I",0.38,6
"D","I",0.46,8
"D","M",0.465,8
"D","M",0.475,8
"D","M",0.565,9
"D","M",0.57,8
"D","M",0.57,10
"D","M",0.595,10
"D","F",0.605,9
"D","F",0.615,9
"D","M",0.62,7
"D","M",0.625,11
"D","F",NA,NA
"D","M",NA,NA
"D","M",0.68,11
"D","F",0.71,12
"D","M",0.5,14
"D","F",0.545,10
"D","F",0.46,14
"D","M",0.535,11
"D","M",0.335,6
"D","F",0.425,7
"D","M",0.41,9
"D","I",NA,NA
"D","I",NA,NA
"D","M",0.52,8
"D","F",0.53,9
"D","M",0.5,11
"D","F",0.615,9
"D","M",0.575,16
"D","M",0.57,14
"D","M",0.455,11
"D","I",0.37,6
"D","M",0.445,9
"D","F",NA,NA
"D","M",0.385,6
"D","F",0.375,7
"D","M",0.56,10
"D","M",0.55,12
"D","F",0.57,9
"D","F",0.485,11
"D","M",0.41,8
"D","I",0.335,9
"D","M",0.655,16
"D","F",0.565,12
"D","F",0.57,9
"D","F",NA,NA
"D","F",0.63,14
"D","M",0.475,10
"D","F",0.655,18
"D","I",0.32,5
"D","M",0.525,19
"D","F",0.525,10
"D","F",0.5,15
"D","F",0.44,8
"D","F",0.49,9
"D","M",0.545,15
"D","F",0.45,12
"D","F",0.515,9
"D","I",0.33,5
"D","F",0.525,12
"D","M",0.295,9
"D","M",0.545,16
"D","F",0.645,15
"D","M",NA,NA
"D","F",NA,NA
"D","I",0.38,7
"D","F",0.565,10
"D","F",0.67,15
"D","M",0.54,10
"D","I",0.29,9
"D","I",NA,NA
"D","F",0.46,7
"D","F",0.56,9
"D","F",0.575,12
"D","M",NA,NA
"D","M",0.515,16
"D","F",0.56,12
"D","F",0.5,13
"D","I",0.435,9
"D","M",0.495,12
"D","F",0.595,13
"D","M",0.76,14
"D","F",0.615,17
"D","F",0.565,10
"D","I",0.14,4
"D","M",0.445,15
"D","F",0.525,12
"D","I",0.16,4
"D","M",0.635,16
"D","M",0.575,16
"D","M",0.38,6
"D","M",0.245,4
"D","I",0.48,13
"D","I",0.455,9
"D","F",0.455,10
"D","M",0.455,13
"D","I",0.355,10
"D","I",0.52,15
"D","I",0.54,11
"D","I",0.52,19
"D","I",0.56,11
"D","F",0.52,10
"D","I",0.615,13
"D","F",0.645,18
"D","I",0.565,11
"D","M",0.295,8
"D","M",NA,NA
"D","I",NA,NA
"D","M",0.395,12
"D","F",0.5,20
"D","F",NA,NA
"D","I",0.58,14
"D","I",0.5,12
"D","I",0.725,10
"D","F",0.65,16
"D","F",0.67,21
"D","I",0.55,17
"D","F",0.49,11
"D","I",0.235,6
"D","I",0.235,5
"D","M",NA,NA
"D","F",NA,NA
"D","M",0.53,13
"D","F",NA,NA
"D","M",0.555,14
"D","M",NA,NA
"D","F",0.54,15
"D","F",0.525,11
"D","M",NA,NA
"D","M",0.55,20
"D","I",0.235,6
"D","M",0.525,13
"D","M",0.475,16
"D","F",0.53,12
"D","F",0.525,13
"D","F",0.53,13
"D","F",0.465,13
"D","I",0.315,5
"D","I",0.465,8
"D","M",0.485,7
"D","I",0.49,9
"D","F",0.515,12
"D","F",NA,NA
"D","F",0.61,9
"D","F",NA,NA
"D","M",0.69,11
"D","M",0.695,10
"D","F",0.72,10
"D","I",0.27,4
"D","I",0.27,5
"D","I",0.295,6
"D","I",NA,NA
"D","I",0.315,6
"D","I",NA,NA
"D","I",0.38,6
"D","I",NA,NA
"D","I",0.4,6
"D","M",0.415,8
"D","I",0.415,7
"D","I",NA,NA
"D","I",0.44,6
"D","I",0.45,7
"D","I",0.475,7
"D","M",NA,NA
"D","M",0.495,6
"D","F",0.525,7
"D","M",0.565,8
"D","I",0.58,6
"D","F",0.585,6
"D","M",0.6,10
"D","M",0.63,11
"D","F",0.645,10
"D","F",0.655,11
"D","M",0.665,8
"D","F",0.67,11
"D","M",0.67,10
"D","M",0.685,9
"D","M",0.7,10
"D","M",0.72,12
"D","I",0.185,4
"D","I",0.245,5
"D","I",0.315,6
"D","I",0.36,6
"D","I",0.375,6
"D","I",0.415,6
"D","I",0.455,7
"D","I",0.48,6
"D","I",0.485,8
"D","I",0.51,8
"D","M",NA,NA
"D","F",0.555,9
"D","M",0.585,9
"D","F",0.585,11
"D","M",0.585,12
"D","M",NA,NA
"D","M",0.61,9
"D","M",0.615,9
"D","F",0.62,8
"D","M",0.625,8
"D","M",0.625,10
"D","M",NA,NA
"D","F",0.64,9
"D","M",0.66,11
"D","M",0.66,8
"D","M",0.66,10
"D","F",0.68,11
"D","F",0.69,10
"D","M",NA,NA
"D","I",NA,NA
"D","I",0.33,6
"D","I",0.33,7
"D","I",0.365,7
"D","I",0.365,6
"D","I",0.42,8
"D","I",0.435,7
"D","I",0.435,7
"D","I",0.44,8
"D","I",0.485,8
"D","I",0.495,10
"D","M",0.51,7
"D","I",0.52,11
"D","I",0.54,8
"D","I",0.54,10
"D","I",0.55,11
"D","I",0.56,11
"D","F",0.575,12
"D","I",0.575,10
"D","F",0.575,10
"D","F",0.58,8
"D","F",NA,NA
"D","M",0.59,9
"D","M",0.6,11
"D","M",0.62,11
"D","F",0.625,13
"D","M",0.625,9
"D","M",0.625,9
"D","M",0.625,10
"D","M",0.625,13
"D","F",0.625,10
"D","F",0.635,10
"D","F",NA,NA
"D","M",0.645,11
"D","F",0.69,11
"D","F",0.695,10
"D","M",0.515,8
"D","I",0.545,8
"D","M",0.62,10
"D","M",NA,NA
"D","F",0.63,11
"D","F",0.64,9
"D","I",0.37,6
"D","I",0.395,7
"D","I",0.4,6
"D","I",0.41,7
"D","I",0.455,8
"D","I",0.48,7
"D","I",0.485,8
"D","I",0.5,8
"D","I",0.515,9
"D","I",0.52,8
"D","M",0.545,8
"D","I",0.545,8
"D","I",0.55,9
"D","M",0.55,10
"D","M",0.55,8
"D","I",0.555,8
"D","M",0.56,11
"D","I",0.565,9
"D","M",0.57,10
"D","F",0.575,10
"D","M",0.585,11
"D","M",0.59,8
"D","I",NA,NA
"D","M",NA,NA
"D","M",0.61,9
"D","M",0.615,11
"D","M",NA,NA
"D","F",0.625,11
"D","M",0.63,11
"D","M",0.63,13
"D","F",0.635,11
"D","F",0.635,12
"D","M",0.635,9
"D","F",0.65,9
"D","M",0.67,9
"D","F",0.675,9
"D","F",0.675,11
"D","M",NA,NA
"D","M",0.7,10
"D","F",0.71,11
"D","F",0.715,9
"D","F",0.72,11
"D","I",0.42,7
"D","I",0.48,7
"D","M",0.48,8
"D","M",0.51,9
"D","I",0.515,8
"D","F",NA,NA
"D","I",NA,NA
"D","F",0.57,9
"D","F",0.605,10
"D","M",0.625,9
"D","F",0.64,9
"D","M",0.65,9
"D","I",0.3,4
"D","M",0.35,7
"D","I",0.455,9
"D","I",0.46,8
"D","I",0.49,8
"D","I",NA,NA
"D","I",0.54,9
"D","M",NA,NA
"D","I",0.55,10
"D","M",0.555,8
"D","I",0.57,10
"D","M",0.58,10
"D","I",0.58,11
"D","I",0.585,10
"D","M",0.585,11
"D","F",NA,NA
"D","F",0.6,11
"D","F",0.615,9
"D","M",0.63,11
"D","M",0.63,11
"D","F",0.635,10
"D","F",0.645,10
"D","F",0.65,11
"D","M",0.655,13
"D","F",0.655,13
"D","M",0.67,11
"D","M",0.67,11
"D","M",0.695,10
"D","M",0.695,11
"D","M",0.77,11
"D","I",0.28,6
"D","I",0.33,7
"D","I",0.35,6
"D","I",0.37,7
"D","I",NA,NA
"D","I",0.435,6
"D","I",0.44,6
"D","M",0.475,8
"D","M",0.475,8
"D","I",0.48,8
"D","F",0.56,9
"D","F",0.585,11
"D","F",0.585,11
"D","M",0.385,8
"D","I",NA,NA
"D","I",0.39,7
"D","I",0.405,7
"D","I",0.475,10
"D","M",0.5,9
"D","F",0.515,8
"D","M",0.52,10
"D","M",0.55,10
"D","M",0.56,8
"D","F",0.565,11
"D","M",0.59,10
"D","M",0.6,9
"D","F",0.625,10
"D","M",NA,NA
