,"dvcat","dead","seatbelt","frontal","sex","ageOFocc","occRole","deploy","injSeverity"
"5022","55+",0,"belted",1,"f",47,"driver",0,4
"5023","25-39",0,"none",0,"m",34,"driver",1,3
"5031","40-54",0,"none",1,"f",16,"driver",0,4
"5125","40-54",0,"none",1,"f",17,"driver",0,4
"5130","55+",0,"belted",1,"m",16,"driver",1,5
"5131","40-54",0,"belted",0,"f",19,"driver",0,3
"5166","40-54",0,"belted",1,"f",46,"driver",0,4
"5194","55+",0,"none",1,"m",36,"driver",0,4
"5217","25-39",0,"belted",1,"m",24,"pass",0,4
"5218","10-24",0,"belted",1,"m",74,"driver",0,4
"5223","10-24",0,"none",0,"m",80,"driver",0,4
"5254","55+",0,"belted",0,"m",22,"driver",1,4
"5302","10-24",0,"belted",1,"m",66,"driver",0,4
"5310","25-39",0,"none",0,"m",33,"driver",1,4
"5317","40-54",0,"none",0,"f",42,"driver",0,4
"5318","40-54",0,"none",0,"m",30,"pass",0,4
"5319","40-54",0,"belted",0,"f",34,"driver",0,4
"5397","55+",0,"none",1,"f",54,"driver",0,2
"5400","25-39",0,"none",0,"m",57,"driver",0,4
"5466","55+",0,"none",0,"m",21,"driver",1,4
"5483","25-39",0,"none",1,"m",37,"driver",1,4
"5510","55+",0,"none",0,"m",20,"driver",0,4
"5559","40-54",0,"none",1,"m",40,"driver",1,4
"5565","55+",0,"none",0,"f",25,"driver",1,4
"5566","55+",0,"none",0,"f",52,"pass",1,4
"5623","10-24",0,"none",0,"m",40,"driver",0,4
"5640","10-24",0,"none",0,"m",37,"driver",0,4
"5641","25-39",0,"none",0,"f",61,"driver",0,4
"5699","10-24",0,"belted",0,"f",22,"pass",0,4
"5700","25-39",0,"none",1,"m",31,"driver",0,4
"5708","25-39",0,"none",0,"m",40,"pass",0,4
"5721","25-39",0,"belted",0,"f",51,"pass",0,4
"5786","25-39",0,"belted",0,"f",16,"pass",0,4
"5838","40-54",0,"none",0,"m",18,"driver",0,4
"5894","55+",0,"belted",0,"m",54,"driver",0,4
"5920","40-54",0,"none",1,"f",57,"driver",0,4
"5947","55+",0,"none",1,"f",43,"driver",0,4
"5956","25-39",0,"none",1,"m",21,"driver",0,4
"5974","25-39",0,"none",1,"f",80,"driver",1,4
"6013","25-39",0,"none",0,"m",27,"driver",0,4
"6029","55+",0,"none",1,"f",22,"driver",0,4
"6038","25-39",0,"belted",0,"m",49,"driver",1,3
"6045","55+",0,"belted",1,"f",31,"driver",0,4
"6046","55+",0,"belted",1,"f",50,"pass",0,4
"6067","40-54",0,"belted",0,"m",17,"driver",0,4
"6076","55+",0,"belted",1,"m",59,"driver",0,4
"6089","25-39",0,"belted",0,"f",61,"pass",0,4
"6112","55+",0,"none",1,"m",39,"driver",0,4
"6113","55+",0,"none",1,"f",45,"pass",0,4
"6138","40-54",0,"belted",0,"f",92,"driver",0,4
"6148","55+",0,"belted",1,"f",64,"driver",1,4
"6161","40-54",0,"none",0,"f",32,"driver",0,4
"6225","40-54",0,"belted",1,"m",33,"driver",0,4
"6298","40-54",0,"belted",0,"m",41,"driver",0,4
"6331","40-54",0,"belted",0,"f",42,"driver",1,4
"6391","25-39",0,"belted",0,"f",72,"driver",0,4
"6394","25-39",0,"belted",0,"m",23,"driver",0,4
"6423","25-39",0,"belted",0,"f",45,"driver",0,4
"6432","40-54",0,"belted",0,"m",22,"driver",0,4
"6433","40-54",0,"belted",0,"m",26,"pass",0,4
"6446","40-54",0,"belted",1,"m",49,"driver",0,3
"6522","25-39",0,"belted",0,"f",22,"driver",0,4
"6562","40-54",0,"none",0,"f",19,"driver",0,4
"6565","55+",0,"none",0,"m",18,"driver",0,4
"6580","25-39",0,"none",1,"m",55,"driver",0,4
"6591","10-24",0,"belted",0,"f",69,"driver",0,3
"6598","55+",0,"none",0,"f",85,"driver",0,4
"6620","25-39",0,"none",0,"m",46,"pass",0,4
"6649","25-39",0,"belted",1,"m",88,"driver",0,4
"6671","10-24",0,"none",0,"m",31,"driver",0,4
"6710","55+",0,"none",1,"f",36,"driver",0,4
"6730","40-54",0,"none",1,"m",23,"driver",0,4
"6753","25-39",0,"belted",0,"f",18,"pass",0,3
"6841","25-39",0,"none",0,"m",19,"driver",0,4
"6900","55+",0,"none",1,"m",26,"driver",0,4
"6916","55+",0,"none",1,"m",19,"driver",0,4
"6931","40-54",0,"none",1,"m",58,"driver",0,4
"6932","40-54",0,"none",1,"f",47,"pass",0,3
"6934","40-54",0,"belted",1,"f",54,"pass",0,4
"6939","40-54",0,"belted",0,"f",24,"driver",0,4
"6944","25-39",0,"none",0,"m",19,"driver",0,4
"6947","55+",0,"none",1,"m",54,"driver",0,4
"6955","10-24",0,"none",0,"m",35,"driver",1,4
"6963","55+",0,"belted",0,"f",23,"driver",1,4
"6970","25-39",0,"none",0,"m",51,"driver",0,4
"6975","40-54",0,"none",1,"m",37,"driver",0,4
"6978","25-39",0,"none",0,"m",23,"driver",0,4
"6983","55+",0,"none",1,"m",20,"driver",0,4
"7001","55+",0,"none",1,"m",39,"driver",0,4
"7007","25-39",0,"none",0,"m",70,"pass",1,4
"7009","55+",0,"belted",1,"f",51,"driver",1,4
"7017","40-54",0,"belted",0,"f",87,"pass",0,4
"7020","40-54",0,"belted",0,"m",18,"pass",0,4
"7065","40-54",0,"none",1,"m",27,"driver",0,4
"7083","40-54",0,"none",0,"m",21,"pass",0,4
"7103","55+",0,"none",1,"m",81,"driver",0,4
"7104","55+",0,"none",1,"m",60,"driver",1,4
"7120","40-54",0,"none",1,"m",37,"driver",0,4
"7212","40-54",0,"none",1,"m",48,"driver",0,4
"7233","55+",0,"none",1,"m",36,"driver",0,4
"7240","55+",0,"belted",1,"m",28,"driver",0,4
"7265","40-54",0,"none",1,"m",43,"driver",0,4
"7284","40-54",0,"none",0,"m",43,"driver",0,4
"7289","55+",0,"none",0,"m",22,"pass",0,3
"7292","40-54",0,"none",1,"m",80,"driver",1,4
"7337","10-24",0,"none",0,"f",48,"driver",0,4
"7350","25-39",0,"none",0,"f",78,"pass",1,4
"7357","25-39",0,"belted",0,"m",41,"driver",1,4
"7358","25-39",0,"none",0,"f",41,"pass",1,3
"7368","10-24",0,"none",0,"m",57,"pass",0,4
"7375","55+",0,"none",0,"m",17,"driver",0,4
"7376","55+",0,"none",0,"m",16,"pass",0,4
"7473","40-54",0,"belted",0,"m",19,"pass",0,4
"7521","40-54",0,"belted",1,"m",59,"driver",0,4
"7540","10-24",0,"belted",1,"f",80,"driver",0,3
"7549","25-39",0,"belted",0,"m",62,"driver",1,4
"7595","25-39",0,"none",1,"f",33,"pass",0,4
"7682","55+",0,"none",1,"m",25,"driver",0,4
"7683","55+",0,"none",1,"m",32,"pass",0,4
"7737","55+",0,"belted",1,"m",66,"driver",0,4
"7851","25-39",0,"belted",0,"m",86,"driver",0,4
"7945","55+",0,"none",0,"f",74,"driver",0,4
"7948","40-54",0,"none",1,"m",18,"driver",0,4
"7991","40-54",0,"belted",0,"m",16,"driver",0,4
"8022","55+",0,"belted",0,"m",16,"pass",0,4
"8038","40-54",0,"belted",0,"m",20,"driver",0,4
"8041","55+",0,"none",1,"m",23,"driver",1,4
"8042","55+",0,"none",1,"f",27,"pass",1,4
"8044","40-54",0,"belted",0,"m",48,"driver",0,4
"8090","55+",0,"none",1,"m",27,"driver",0,4
"8171","40-54",0,"belted",0,"m",21,"driver",0,4
"8210","25-39",0,"none",0,"m",38,"driver",0,4
"8211","25-39",0,"belted",1,"m",34,"driver",0,4
"8233","40-54",0,"none",1,"m",51,"driver",0,4
"8240","40-54",0,"belted",1,"f",27,"pass",0,4
"8259","40-54",0,"none",1,"f",36,"driver",0,4
"8263","55+",0,"none",1,"f",29,"driver",0,4
"8282","55+",0,"belted",0,"m",29,"driver",0,4
"8291","25-39",0,"belted",1,"f",88,"pass",0,3
"8384","55+",0,"none",1,"f",37,"driver",0,4
"8437","40-54",0,"belted",0,"m",67,"driver",0,4
"8444","55+",0,"none",1,"f",68,"driver",0,4
"8445","55+",0,"none",1,"f",47,"pass",0,4
"8461","55+",0,"belted",1,"m",19,"driver",0,4
"8482","25-39",0,"none",1,"m",67,"driver",0,4
"8508","40-54",0,"none",1,"m",55,"driver",0,4
"8535","10-24",0,"none",0,"m",37,"pass",0,4
"8536","55+",0,"none",1,"f",71,"driver",0,3
"8550","40-54",0,"none",1,"m",42,"driver",0,4
"8551","55+",0,"none",1,"m",23,"driver",1,4
"8598","10-24",0,"none",0,"m",45,"driver",0,4
"8690","40-54",0,"belted",0,"f",18,"driver",0,4
"8737","55+",0,"belted",0,"m",21,"driver",0,4
"8820","40-54",0,"belted",0,"f",64,"driver",0,4
"8839","55+",0,"none",1,"m",62,"driver",1,4
"8848","55+",0,"none",1,"m",43,"driver",1,4
"8858","55+",0,"none",1,"m",32,"driver",1,3
"8916","25-39",0,"none",1,"f",45,"pass",0,4
"8988","40-54",0,"belted",1,"f",78,"driver",0,4
"8990","55+",0,"none",0,"m",81,"driver",1,4
"9071","10-24",0,"none",1,"m",78,"pass",0,4
"9099","25-39",0,"belted",0,"m",65,"driver",1,4
"9160","25-39",0,"none",0,"m",45,"driver",0,4
"9184","40-54",0,"none",1,"m",16,"driver",1,4
"9229","10-24",0,"none",0,"m",20,"driver",0,4
"9238","55+",0,"belted",0,"f",84,"driver",0,4
"9248","55+",0,"belted",1,"m",17,"pass",1,4
"9269","40-54",0,"belted",1,"m",45,"driver",0,4
"9295","25-39",0,"belted",0,"m",80,"driver",0,3
"9299","10-24",0,"none",0,"m",28,"driver",0,4
"9316","25-39",0,"none",1,"m",55,"driver",0,4
"9337","55+",0,"none",0,"m",25,"driver",0,4
"9338","40-54",0,"none",1,"m",56,"driver",0,4
"9370","55+",0,"belted",1,"m",17,"driver",0,4
"9377","25-39",0,"belted",0,"m",19,"driver",0,4
"9398","55+",0,"none",1,"m",39,"driver",0,3
"9423","40-54",0,"belted",1,"f",57,"driver",1,4
"9425","25-39",0,"none",1,"m",79,"pass",1,3
"9433","55+",0,"none",0,"m",20,"driver",1,4
"9465","25-39",0,"belted",1,"m",59,"driver",0,4
"9477","40-54",0,"belted",1,"f",34,"pass",1,4
"9482","55+",0,"belted",0,"m",28,"pass",0,3
"9486","55+",0,"belted",0,"m",37,"driver",0,4
"9503","55+",0,"none",0,"f",28,"driver",1,4
"9523","40-54",0,"belted",1,"m",40,"driver",0,4
"9529","40-54",0,"belted",0,"f",47,"driver",0,4
"9532","40-54",0,"none",1,"m",53,"driver",0,4
"9534","25-39",0,"belted",0,"m",61,"driver",1,3
"9653","55+",0,"none",1,"m",24,"driver",0,4
"9655","25-39",0,"none",1,"m",36,"driver",1,4
"9659","55+",0,"belted",0,"f",49,"driver",0,4
"9699","40-54",0,"none",1,"m",45,"driver",0,4
"9706","40-54",0,"belted",0,"m",43,"driver",0,4
"9717","10-24",0,"none",1,"m",22,"driver",1,4
"9755","25-39",0,"none",0,"f",62,"pass",0,3
"9781","40-54",0,"none",1,"f",56,"driver",0,4
"9782","40-54",0,"none",1,"m",38,"pass",0,4
"9821","25-39",0,"belted",0,"m",19,"pass",0,4
"9824","40-54",0,"none",0,"f",54,"driver",1,4
"9826","25-39",0,"none",0,"m",17,"driver",0,4
"9876","25-39",0,"belted",1,"m",79,"driver",0,4
"9894","55+",0,"belted",0,"f",31,"pass",0,4
"9931","25-39",0,"belted",0,"f",59,"pass",0,4
"9964","25-39",0,"belted",0,"f",49,"pass",0,4
"10062","40-54",0,"none",0,"m",44,"pass",0,4
"10063","55+",0,"none",1,"m",38,"driver",0,4
"10171","25-39",0,"none",0,"f",90,"driver",1,3
"10202","25-39",0,"belted",0,"f",81,"driver",0,4
"10244","25-39",0,"none",1,"m",86,"driver",0,4
"10253","40-54",0,"none",0,"m",73,"driver",0,4
"10254","40-54",0,"none",0,"f",53,"pass",0,4
"10292","25-39",0,"belted",1,"f",82,"pass",1,2
"10300","40-54",0,"none",1,"f",48,"driver",1,4
"10318","55+",0,"none",0,"m",21,"driver",1,4
"10319","55+",0,"none",0,"m",21,"pass",1,4
"10333","25-39",0,"belted",0,"m",24,"driver",1,3
"10366","55+",0,"belted",0,"m",18,"driver",0,4
"10418","40-54",0,"belted",1,"m",57,"driver",0,4
"10426","25-39",0,"belted",1,"f",49,"driver",0,4
"10466","10-24",0,"none",0,"m",38,"driver",0,4
"10469","40-54",0,"none",1,"m",40,"pass",0,4
"10480","25-39",0,"belted",0,"f",37,"pass",1,4
"10516","25-39",0,"none",0,"f",74,"pass",0,4
"10528","40-54",0,"none",0,"f",58,"driver",1,4
"10529","40-54",0,"belted",0,"f",80,"pass",1,4
"10539","25-39",0,"none",1,"m",24,"driver",0,4
"10564","25-39",0,"belted",0,"m",26,"driver",0,4
"10570","25-39",0,"belted",0,"m",80,"driver",1,4
"10581","40-54",0,"belted",0,"m",24,"driver",0,4
"10582","40-54",0,"belted",0,"m",20,"pass",0,4
"10602","25-39",0,"belted",1,"f",87,"driver",1,3
"10623","25-39",0,"none",1,"f",21,"pass",1,4
"10633","40-54",0,"none",1,"m",27,"driver",1,4
"10634","25-39",0,"none",1,"f",36,"driver",0,4
"10653","55+",0,"none",0,"m",47,"driver",1,4
"10657","55+",0,"none",1,"m",46,"driver",0,4
"10664","40-54",0,"belted",0,"f",25,"pass",0,4
"10672","10-24",0,"none",0,"m",84,"pass",0,3
"10674","55+",0,"none",0,"m",32,"driver",0,4
"10687","55+",0,"none",1,"m",44,"pass",0,4
"10694","25-39",0,"none",0,"m",22,"driver",0,4
"10705","25-39",0,"belted",0,"f",70,"driver",0,2
"10707","25-39",0,"none",1,"m",88,"driver",1,3
"10720","55+",0,"belted",1,"m",20,"driver",0,4
"10727","40-54",0,"belted",1,"f",47,"driver",0,4
"10750","40-54",0,"none",0,"m",34,"driver",0,4
"10770","10-24",0,"none",0,"f",16,"driver",0,4
"10789","55+",0,"belted",0,"f",43,"driver",0,4
"10796","55+",0,"belted",1,"m",58,"pass",0,4
"10806","55+",0,"none",0,"m",84,"driver",1,4
"10828","40-54",0,"belted",0,"f",60,"driver",0,4
"10835","40-54",0,"belted",0,"f",21,"driver",0,4
"10850","55+",0,"none",1,"f",38,"driver",0,4
"10855","25-39",0,"none",1,"m",38,"pass",0,4
"10866","55+",0,"belted",1,"m",48,"driver",0,4
"10870","55+",0,"belted",1,"f",16,"driver",0,4
"10882","25-39",0,"none",0,"m",25,"driver",0,4
"10883","55+",0,"none",0,"m",20,"driver",0,4
"10891","25-39",0,"none",0,"m",18,"driver",0,4
"10912","55+",0,"none",1,"f",80,"driver",1,4
"10940","25-39",0,"none",0,"f",37,"driver",0,4
"10941","25-39",0,"none",0,"m",40,"pass",0,4
"11029","10-24",0,"none",1,"m",65,"driver",0,4
"11071","55+",0,"belted",1,"f",56,"driver",1,4
"11074","25-39",0,"belted",0,"f",61,"driver",0,4
"11083","55+",0,"none",1,"m",23,"driver",0,4
"11159","40-54",0,"none",1,"m",22,"driver",0,4
"11174","25-39",0,"none",0,"m",17,"driver",0,4
"11201","25-39",0,"none",0,"m",69,"driver",1,4
"11211","55+",0,"none",1,"m",29,"driver",1,4
"11220","40-54",0,"none",0,"m",45,"driver",0,4
"11228","55+",0,"belted",1,"m",43,"driver",0,4
"11240","25-39",0,"none",1,"m",37,"pass",0,4
"11305","25-39",0,"none",0,"f",39,"pass",0,4
"11375","25-39",0,"none",0,"f",65,"pass",0,4
"11376","25-39",0,"none",1,"m",24,"driver",1,4
"11382","55+",0,"none",0,"m",47,"driver",0,4
"11432","55+",0,"none",1,"m",35,"driver",0,4
"11444","40-54",0,"belted",0,"m",24,"pass",0,4
"11446","55+",0,"none",1,"m",19,"pass",0,4
"11493","40-54",0,"none",0,"m",18,"driver",0,4
"11527","55+",0,"none",0,"m",42,"driver",0,4
"11580","40-54",0,"none",1,"m",40,"driver",0,4
"11600","55+",0,"belted",0,"f",32,"driver",0,4
"11677","55+",0,"none",0,"m",19,"driver",0,4
"11681","40-54",0,"belted",0,"m",36,"driver",0,4
"11693","40-54",0,"belted",0,"f",21,"pass",1,4
"11699","25-39",0,"none",0,"f",24,"driver",0,4
"11724","25-39",0,"belted",0,"f",62,"pass",1,4
"11725","55+",0,"none",1,"m",45,"driver",0,4
"11737","55+",0,"none",1,"m",68,"driver",0,4
"11743","55+",0,"belted",0,"f",57,"driver",0,4
"11773","55+",0,"none",1,"m",55,"driver",0,4
"11774","55+",0,"none",1,"f",64,"pass",0,4
"11799","10-24",0,"belted",1,"f",62,"driver",1,3
"11814","55+",0,"none",1,"m",30,"driver",1,4
"11835","40-54",0,"belted",0,"f",48,"driver",1,4
"11843","25-39",0,"belted",0,"m",70,"pass",0,4
"11860","10-24",0,"none",1,"m",45,"driver",0,4
"11902","25-39",0,"none",0,"f",56,"driver",0,4
"11927","25-39",0,"none",1,"f",21,"driver",1,4
"11929","25-39",0,"none",0,"f",75,"driver",1,4
"11960","10-24",0,"none",1,"f",23,"driver",1,4
"11979","55+",0,"none",1,"m",34,"pass",0,4
"11996","10-24",0,"none",0,"m",62,"driver",0,4
"12005","25-39",0,"belted",0,"f",65,"driver",0,4
"12026","55+",0,"belted",0,"f",22,"driver",0,4
"12078","40-54",0,"none",0,"f",91,"driver",0,4
"12131","55+",0,"belted",1,"f",22,"driver",0,4
"12149","55+",0,"belted",1,"f",47,"driver",0,4
"12150","55+",0,"belted",0,"f",18,"driver",0,4
"12169","25-39",0,"belted",1,"f",20,"driver",0,4
"12186","40-54",0,"none",1,"f",78,"pass",1,4
"12190","40-54",0,"belted",0,"f",30,"driver",1,4
"12215","40-54",0,"none",0,"f",32,"driver",1,4
"12216","40-54",0,"none",0,"m",17,"pass",1,4
"12226","25-39",0,"belted",0,"m",77,"driver",0,3
"12299","25-39",0,"none",1,"f",59,"pass",0,4
"12326","25-39",0,"none",1,"m",86,"driver",0,4
"12340","25-39",0,"none",1,"f",80,"driver",1,4
"12361","40-54",0,"none",0,"m",31,"driver",0,4
"12362","40-54",0,"none",1,"m",62,"driver",0,4
"12366","25-39",0,"belted",1,"m",78,"pass",0,4
"12370","55+",0,"none",1,"m",48,"driver",0,4
"12378","55+",0,"none",1,"f",45,"driver",0,4
"12537","10-24",0,"belted",1,"f",86,"driver",0,3
"12566","10-24",0,"belted",1,"m",24,"pass",0,4
"12575","40-54",0,"belted",0,"f",41,"driver",0,4
"12578","55+",0,"belted",0,"m",23,"driver",0,4
"12600","40-54",0,"none",1,"m",91,"driver",1,4
"12601","40-54",0,"belted",1,"f",81,"pass",1,3
"12609","55+",0,"belted",0,"f",36,"driver",1,4
"12622","40-54",0,"belted",0,"f",72,"pass",0,4
"12652","25-39",0,"belted",1,"f",64,"driver",1,3
"12768","40-54",0,"none",1,"m",19,"driver",0,4
"12780","25-39",0,"none",1,"f",36,"driver",1,4
"12793","55+",0,"none",0,"m",17,"driver",0,4
"12828","55+",0,"belted",1,"m",71,"driver",0,4
"12829","25-39",0,"none",1,"m",38,"driver",0,4
"12867","25-39",0,"belted",0,"m",81,"driver",0,4
"12928","40-54",0,"belted",1,"m",34,"driver",0,4
"12929","40-54",0,"none",1,"m",51,"pass",0,4
"12966","55+",0,"belted",1,"m",17,"driver",0,4
"12997","25-39",0,"none",0,"f",16,"pass",0,4
"13005","40-54",0,"belted",0,"m",18,"pass",0,4
"13012","55+",0,"none",1,"m",22,"driver",0,4
"13017","25-39",0,"belted",1,"m",70,"driver",1,3
"13052","25-39",0,"belted",1,"m",83,"pass",0,4
"13104","10-24",0,"belted",0,"f",56,"pass",1,4
"13106","10-24",0,"none",0,"m",57,"driver",0,4
"13131","25-39",0,"none",0,"f",52,"driver",0,4
"13165","55+",0,"none",1,"m",21,"driver",0,4
"13214","55+",0,"belted",1,"m",69,"driver",0,4
"13303","25-39",0,"none",0,"f",73,"pass",0,4
"13315","40-54",0,"belted",1,"f",57,"driver",0,4
"13320","40-54",0,"none",0,"m",46,"driver",0,4
"13357","55+",0,"belted",1,"m",49,"driver",0,4
"13411","55+",0,"none",0,"m",42,"driver",0,4
"13412","55+",0,"none",0,"f",39,"pass",0,4
"13431","55+",0,"none",0,"f",53,"driver",0,4
"13485","40-54",0,"none",0,"m",23,"driver",1,4
"13487","25-39",0,"none",1,"m",25,"driver",0,4
"13488","25-39",0,"none",1,"f",26,"pass",0,4
"13608","55+",0,"belted",0,"f",26,"driver",0,4
"13609","55+",0,"belted",0,"f",54,"pass",0,4
"13651","55+",0,"belted",1,"m",42,"driver",1,3
"13664","40-54",0,"belted",0,"f",74,"driver",1,4
"13668","55+",0,"belted",0,"f",71,"driver",0,4
"13678","25-39",0,"belted",0,"f",70,"pass",0,4
"13704","55+",0,"belted",0,"f",58,"driver",0,4
"13709","40-54",0,"belted",1,"f",70,"pass",0,4
"13763","40-54",0,"none",1,"m",22,"driver",1,4
"13785","25-39",0,"none",1,"f",74,"pass",0,4
"13791","55+",0,"belted",0,"f",38,"driver",1,4
"13823","10-24",0,"none",0,"m",29,"driver",0,4
"13827","25-39",0,"belted",1,"m",79,"pass",0,4
"13833","55+",0,"belted",1,"m",63,"driver",0,4
"13842","40-54",0,"belted",1,"m",54,"driver",0,4
"13851","55+",0,"belted",1,"m",43,"driver",0,4
"13856","55+",0,"none",0,"f",64,"driver",1,4
"13861","55+",0,"none",1,"m",31,"driver",0,4
"13862","55+",0,"belted",1,"f",32,"pass",0,4
"13881","40-54",0,"belted",0,"f",21,"driver",0,4
"13903","55+",0,"belted",1,"m",53,"driver",0,4
"13914","25-39",0,"none",0,"m",23,"driver",1,4
"13942","25-39",0,"belted",1,"f",88,"driver",0,4
"13948","10-24",0,"none",1,"m",25,"driver",1,4
"13949","10-24",0,"none",1,"m",27,"pass",1,3
"14051","10-24",0,"belted",0,"f",76,"pass",0,4
"14072","25-39",0,"belted",0,"m",72,"pass",1,4
"14090","55+",0,"belted",0,"m",80,"driver",0,4
"14091","55+",0,"belted",0,"f",77,"pass",0,4
"14106","25-39",0,"none",0,"m",50,"driver",0,4
"14121","55+",0,"none",0,"m",22,"driver",0,4
"14129","40-54",0,"belted",0,"f",21,"driver",0,4
"14142","10-24",0,"none",1,"m",19,"driver",1,4
"14188","25-39",0,"belted",0,"f",23,"driver",0,4
"14205","55+",0,"none",1,"f",69,"pass",1,4
"14206","40-54",0,"belted",1,"m",45,"driver",1,4
"14207","25-39",0,"none",0,"m",30,"driver",0,4
"14218","10-24",0,"belted",0,"m",72,"driver",1,4
"14242","25-39",0,"belted",0,"m",40,"pass",0,4
"14251","25-39",0,"none",1,"f",26,"pass",0,4
"14253","10-24",0,"belted",1,"f",76,"pass",0,4
"14258","40-54",0,"belted",0,"m",21,"driver",1,4
"14285","40-54",0,"belted",1,"m",62,"driver",1,3
"14295","40-54",0,"none",1,"m",40,"driver",0,4
"14304","40-54",0,"belted",1,"m",71,"driver",1,4
"14348","40-54",0,"none",0,"f",42,"driver",0,4
"14380","55+",0,"none",1,"m",41,"pass",0,4
"14401","55+",0,"belted",0,"m",19,"driver",0,4
"14402","55+",0,"belted",0,"f",23,"pass",0,4
"14421","40-54",0,"belted",1,"f",66,"pass",0,4
"14585","40-54",0,"belted",1,"f",44,"driver",0,4
"14628","40-54",0,"none",0,"m",19,"driver",0,4
"14631","25-39",0,"belted",0,"m",81,"driver",0,4
"14679","40-54",0,"belted",0,"f",52,"driver",1,4
"14682","25-39",0,"belted",0,"f",64,"driver",0,4
"14694","55+",0,"belted",0,"m",37,"pass",1,4
"14700","10-24",0,"none",1,"f",62,"driver",1,4
"14717","40-54",0,"belted",0,"f",48,"driver",0,4
"14738","40-54",0,"belted",1,"f",45,"driver",1,4
"14742","40-54",0,"none",1,"m",54,"driver",0,4
"14756","55+",0,"belted",0,"f",27,"driver",0,4
"14771","25-39",0,"none",0,"m",52,"driver",0,4
"14784","10-24",0,"none",0,"m",31,"pass",0,4
"14804","55+",0,"none",1,"m",25,"driver",0,4
"14833","25-39",0,"none",1,"f",74,"pass",0,4
"14860","55+",0,"none",0,"m",62,"driver",0,4
"14871","40-54",0,"none",1,"f",45,"driver",1,4
"14872","25-39",0,"none",0,"m",52,"driver",0,4
"14892","55+",0,"none",0,"f",27,"driver",1,4
"14893","55+",0,"none",0,"m",32,"pass",1,4
"14915","25-39",0,"belted",0,"m",56,"driver",0,4
"14945","25-39",0,"belted",1,"m",38,"driver",1,4
"15000","25-39",0,"none",0,"m",78,"driver",0,4
"15036","40-54",0,"belted",1,"m",67,"driver",1,3
"15130","55+",0,"none",1,"m",30,"driver",1,4
"15135","40-54",0,"none",0,"f",19,"driver",0,4
"15191","40-54",0,"none",0,"m",18,"driver",0,4
"15194","55+",0,"belted",0,"m",38,"pass",0,4
"15209","25-39",0,"none",0,"m",34,"driver",1,4
"15242","55+",0,"belted",1,"m",20,"driver",1,4
"15261","10-24",0,"none",1,"f",22,"pass",0,4
"15268","55+",0,"belted",1,"m",16,"driver",0,4
"15277","40-54",0,"none",1,"f",39,"driver",0,4
"15282","55+",0,"belted",0,"m",63,"driver",0,4
"15308","25-39",0,"belted",0,"m",73,"driver",0,4
"15354","25-39",0,"none",0,"m",40,"pass",0,4
"15365","55+",0,"none",0,"m",18,"pass",0,4
"15377","25-39",0,"none",1,"m",49,"driver",0,4
"15391","55+",0,"none",1,"m",25,"driver",1,4
"15392","10-24",0,"none",1,"m",90,"driver",0,3
"15410","25-39",0,"none",0,"m",44,"driver",1,4
"15411","25-39",0,"none",0,"m",28,"driver",0,4
"15419","40-54",0,"none",0,"f",86,"driver",0,4
"15431","25-39",0,"none",0,"m",23,"pass",1,4
"15455","55+",0,"none",0,"m",27,"driver",0,4
"15456","55+",0,"none",0,"f",25,"pass",0,4
"15460","25-39",0,"none",0,"f",41,"pass",0,4
"15461","55+",0,"belted",0,"f",41,"driver",1,4
"15468","55+",0,"none",1,"m",48,"driver",1,4
"15470","25-39",0,"belted",0,"f",78,"driver",0,4
"15482","25-39",0,"belted",0,"m",37,"driver",0,4
"15488","40-54",0,"none",1,"m",47,"driver",0,4
"15489","40-54",0,"belted",1,"f",78,"driver",1,4
"15492","40-54",0,"none",0,"f",18,"pass",0,4
"15493","55+",0,"belted",1,"f",32,"driver",0,4
"15557","40-54",0,"none",1,"m",21,"driver",1,4
"15604","55+",0,"belted",1,"m",47,"driver",1,4
"15632","40-54",0,"none",1,"m",88,"driver",0,3
"15669","55+",0,"belted",0,"f",69,"driver",0,4
"15712","40-54",0,"none",0,"m",38,"driver",0,4
"15928","10-24",0,"none",0,"m",66,"driver",0,4
"15930","40-54",0,"none",0,"f",35,"pass",0,4
"15939","25-39",0,"none",0,"f",23,"pass",0,4
"15950","55+",0,"none",1,"f",22,"driver",0,4
"15951","55+",0,"none",1,"m",23,"pass",0,4
"15958","40-54",0,"belted",1,"m",41,"driver",1,4
"15964","40-54",0,"belted",0,"m",27,"driver",0,4
"15968","10-24",0,"none",1,"m",34,"driver",0,4
"16009","55+",0,"none",0,"m",22,"driver",0,4
"16015","10-24",0,"none",1,"m",30,"driver",0,4
"16038","40-54",0,"none",1,"m",44,"driver",0,4
"16050","55+",0,"none",1,"f",31,"pass",0,4
"16051","40-54",0,"none",1,"m",46,"driver",0,4
"16077","40-54",0,"none",1,"f",59,"driver",0,4
"16104","55+",0,"none",0,"m",21,"driver",0,4
"16105","55+",0,"none",0,"m",19,"pass",0,4
"16106","40-54",0,"none",1,"f",35,"driver",0,4
"16147","55+",0,"none",0,"f",32,"driver",0,4
"16195","55+",0,"none",0,"m",43,"driver",1,4
"16245","25-39",0,"belted",0,"m",53,"driver",1,4
"16271","55+",0,"none",0,"m",82,"driver",1,4
"16283","40-54",0,"none",0,"m",53,"driver",0,4
"16308","55+",0,"belted",0,"m",34,"driver",0,4
